,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area
5577, Prokshino ,16118180,10,walk,developer                 ,0,7,6,12,3,56,56,56
5578, Prokshino ,16316520,10,walk,developer                 ,0,8,3,12,3,5,39,12
5579, Prokshino ,20970361,10,walk,developer                 ,0,7,4,12,4,56,56,56
5580, Prokshino ,15830866,10,walk,developer                 ,0,8,2,12,3,6,39,15
5581, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5582, Prokshino ,10745642,10,walk,developer                 ,0,4,2,12,1,56,56,56
5583, Prokshino ,15953366,10,walk,developer                 ,0,3,3,12,3,56,56,56
5584, Prokshino ,15856195,10,walk,developer                 ,0,1,2,12,3,56,56,56
5585, Prokshino ,16316520,10,walk,developer                 ,0,8,3,12,3,5,39,12
5586, Prokshino ,20970361,10,walk,developer                 ,0,7,4,12,4,56,56,56
5587, Prokshino ,8023776,10,walk,developer                 ,0,6,2,12,1,56,56,56
5588, Prokshino ,8242766,10,walk,developer                 ,0,7,3,12,1,56,56,56
5589, Prokshino ,19154793,10,walk,developer                 ,0,8,3,12,4,56,56,56
5590,Outskirts,12576133,0,walk,developer                 ,0,1,8,52,1,56,56,56
5591, Prokshino ,17097874,10,walk,developer                 ,0,8,4,12,3,3,39,12
5592, Prokshino ,11832588,10,walk,developer                 ,0,4,11,12,2,56,56,56
5593, Prokshino ,8396198,10,walk,developer                 ,0,4,12,12,1,56,56,56
5594, Prokshino ,8396198,10,walk,developer                 ,0,1,11,12,1,56,56,56
5595, Prokshino ,11287748,10,walk,developer                 ,0,1,12,12,2,56,56,56
5596, Prokshino ,15926045,10,walk,developer                 ,0,8,11,12,4,56,56,56
5597, Prokshino ,15732891,10,walk,developer                 ,0,8,12,12,3,56,56,56
5598, Prokshino ,11832588,10,walk,developer                 ,0,7,12,12,2,56,56,56
5599, Prokshino ,15257211,10,walk,developer                 ,0,7,12,12,2,56,56,56
5600, Prokshino ,15732891,10,walk,developer                 ,0,7,11,12,3,56,56,56
5601, Prokshino ,11287748,10,walk,developer                 ,0,6,11,12,2,56,56,56
5602, Prokshino ,15926045,10,walk,developer                 ,0,7,12,12,4,56,56,56
5603, Prokshino ,8339862,10,walk,developer                 ,0,8,9,12,1,56,56,56
5604, Prokshino ,11258207,10,walk,developer                 ,0,8,10,12,2,56,56,56
5605, Prokshino ,15668895,10,walk,developer                 ,0,5,9,12,3,56,56,56
5606, Prokshino ,15257211,10,walk,developer                 ,0,6,11,12,2,56,56,56
5607, Prokshino ,15821594,10,walk,developer                 ,0,7,9,12,4,56,56,56
5608, Prokshino ,15701235,10,walk,developer                 ,0,8,10,12,3,56,56,56
5609, Prokshino ,11206886,10,walk,developer                 ,0,8,9,12,2,56,56,56
5610, Prokshino ,15896490,10,walk,developer                 ,0,8,10,12,4,56,56,56
5611, Prokshino ,8378637,10,walk,developer                 ,0,7,10,12,1,56,56,56
5612, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5613, Prokshino ,15204856,10,walk,developer                 ,0,4,10,12,,56,56,56
5614, Prokshino ,11799584,10,walk,developer                 ,0,1,10,12,2,56,56,56
5615, Prokshino ,15690931,10,walk,developer                 ,0,3,7,12,4,56,56,56
5616, Prokshino ,15599048,10,walk,developer                 ,0,4,8,12,3,56,56,56
5617, Prokshino ,15523807,10,walk,developer                 ,0,1,7,12,3,56,56,56
5618, Prokshino ,15138017,10,walk,developer                 ,0,0,9,12,2,56,56,56
5619, Prokshino ,11691245,10,walk,developer                 ,0,8,8,12,2,56,56,56
5620, Prokshino ,11104207,10,walk,developer                 ,0,7,7,12,2,56,56,56
5621, Prokshino ,15740498,10,walk,developer                 ,0,5,8,12,4,56,56,56
5622, Prokshino ,8280330,10,walk,developer                 ,0,7,7,12,1,56,56,56
5623, Prokshino ,11151603,10,walk,developer                 ,0,7,8,12,2,56,56,56
5624, Prokshino ,8298680,10,walk,developer                 ,0,8,8,12,1,56,56,56
5625, Prokshino ,15066017,10,walk,developer                 ,0,7,8,12,2,56,56,56
5626, Prokshino ,11745435,10,walk,developer                 ,0,5,9,12,2,56,56,56
5627, Prokshino ,8204940,10,walk,developer                 ,0,4,5,12,1,56,56,56
5628, Prokshino ,11048924,10,walk,developer                 ,0,4,6,12,2,56,56,56
5629, Prokshino ,11001527,10,walk,developer                 ,0,1,5,12,2,56,56,56
5630, Prokshino ,15615914,10,walk,developer                 ,0,1,6,12,4,56,56,56
5631, Prokshino ,15420184,10,walk,developer                 ,0,8,5,12,3,56,56,56
5632, Prokshino ,8243855,10,walk,developer                 ,0,6,6,12,1,56,56,56
5633, Prokshino ,11599186,10,walk,developer                 ,0,5,6,12,2,56,56,56
5634, Prokshino ,14951270,10,walk,developer                 ,0,9,6,12,2,56,56,56
5635, Prokshino ,11657702,10,walk,developer                 ,0,8,7,12,2,56,56,56
5636, Prokshino ,15565985,10,walk,developer                 ,0,5,5,12,4,56,56,56
5637, Prokshino ,15472147,10,walk,developer                 ,0,6,6,12,3,56,56,56
5638, Prokshino ,11514929,10,walk,developer                 ,0,4,4,12,2,56,56,56
5639, Prokshino ,15509523,10,walk,developer                 ,0,7,4,12,4,56,56,56
5640, Prokshino ,14830727,10,walk,developer                 ,0,5,4,12,2,56,56,56
5641, Prokshino ,11569348,10,walk,developer                 ,0,6,5,12,2,56,56,56
5642, Prokshino ,13520050,10,walk,developer                 ,0,8,3,12,2,56,56,56
5643, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5644, Prokshino ,8380333,10,walk,developer                 ,0,1,4,12,1,56,56,56
5645, Prokshino ,11480454,10,walk,developer                 ,0,8,3,12,2,56,56,56
5646, Prokshino ,10952832,10,walk,developer                 ,0,7,3,12,2,56,56,56
5647, Prokshino ,14879130,10,walk,developer                 ,0,7,5,12,2,56,56,56
5648, Prokshino ,8357317,10,walk,developer                 ,0,8,3,12,1,56,56,56
5649, Prokshino ,15408824,10,walk,developer                 ,0,9,4,12,3,56,56,56
5650, Prokshino ,10987849,10,walk,developer                 ,0,6,4,12,2,56,56,56
5651, Kommunarka ,10017255,3,transport,developer                 ,0,8,7,16,2,56,56,56
5652, Kommunarka ,10712618,3,transport,developer                 ,0,6,2,8,1,56,56,56
5653, Prokshino ,31064253,10,walk,developer                 ,0,5,2,12,5,56,56,56
5654, Prokshino ,16046450,20,walk,developer                 ,0,1,9,15,3,56,56,56
5655, Prokshino ,28856268,10,walk,developer                 ,0,2,2,12,5,56,56,56
5656, Prokshino ,13532446,10,walk,developer                 ,0,8,2,12,2,56,56,56
5657, Prokshino ,10035555,20,walk,developer                 ,0,8,3,9,1,56,56,56
5658, Prokshino ,11121680,10,walk,developer                 ,0,6,2,12,2,56,56,56
5659, Kommunarka ,10680136,3,transport,developer                 ,0,19,9,16,1,56,56,56
5660, Prokshino ,8155238,10,walk,developer                 ,0,7,2,12,1,56,56,56
5661, Prokshino ,11559169,10,walk,developer                 ,0,9,2,12,2,56,56,56
5662, Prokshino ,11049530,10,walk,developer                 ,0,4,5,9,1,56,56,56
5663, Prokshino ,15645061,10,walk,developer                 ,0,1,6,16,4,56,56,56
5664, Prokshino ,15789499,10,walk,developer                 ,0,1,5,16,4,56,56,56
5665, Prokshino ,10984023,10,walk,developer                 ,0,8,5,16,2,56,56,56
5666, Prokshino ,10557518,20,walk,developer                 ,0,8,2,15,1,56,56,56
5667, Kommunarka ,9919803,3,transport,developer                 ,0,21,5,16,2,56,56,56
5668, Prokshino ,10814424,10,walk,developer                 ,0,7,3,15,1,2,14,11
5669, Prokshino ,7843307,10,walk,developer                 ,0,8,4,9,1,56,56,56
5670, Prokshino ,8560909,10,walk,developer                 ,0,8,13,15,1,56,56,56
5671, Kommunarka ,19889660,3,transport,developer                 ,0,20,2,8,3,56,56,56
5672,Outskirts,17806023,0,transport,developer                 ,0,1,10,52,2,56,56,56
5673, Prokshino ,7842188,10,walk,developer                 ,0,4,2,9,1,56,56,56
5674, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5675, Kommunarka ,10003099,3,transport,developer                 ,0,19,12,12,1,56,56,56
5676, Prokshino ,11455259,10,walk,developer                 ,0,4,16,16,2,56,56,56
5677, Prokshino ,7851191,10,walk,developer                 ,0,3,16,16,1,56,56,56
5678, Prokshino ,14174228,10,walk,developer                 ,0,4,5,10,4,56,56,56
5679, Prokshino ,13123061,10,walk,developer                 ,0,1,16,16,,56,56,56
5680, Prokshino ,8146425,10,walk,developer                 ,0,8,16,16,1,56,56,56
5681, Prokshino ,7851191,10,walk,developer                 ,0,6,15,16,1,56,56,56
5682, Prokshino ,16863570,10,walk,developer                 ,0,6,16,16,4,56,56,56
5683, Prokshino ,15248470,10,walk,developer                 ,0,7,16,16,3,56,56,56
5684, Prokshino ,10408316,10,walk,developer                 ,0,7,3,10,2,56,56,56
5685, Prokshino ,11252189,10,walk,developer                 ,0,7,16,16,2,56,56,56
5686, Prokshino ,21742693,10,walk,developer                 ,0,8,16,16,,56,56,56
5687, Prokshino ,13123061,10,walk,developer                 ,0,4,15,16,,56,56,56
5688, Prokshino ,8108586,10,walk,developer                 ,0,1,14,16,1,56,56,56
5689, Prokshino ,15155366,10,walk,developer                 ,0,7,14,16,3,56,56,56
5690, Prokshino ,11252189,10,walk,developer                 ,0,8,15,16,2,56,56,56
5691, Prokshino ,11455259,10,walk,developer                 ,0,6,15,16,2,56,56,56
5692, Prokshino ,7813003,10,walk,developer                 ,0,8,14,16,1,56,56,56
5693, Prokshino ,16863570,10,walk,developer                 ,0,7,15,16,4,56,56,56
5694, Prokshino ,16792101,10,walk,developer                 ,0,10,14,16,4,56,56,56
5695, Prokshino ,15230336,10,walk,developer                 ,0,8,15,16,3,56,56,56
5696, Prokshino ,11202214,10,walk,developer                 ,0,5,14,16,2,56,56,56
5697, Prokshino ,8146425,10,walk,developer                 ,0,7,15,16,1,56,56,56
5698, Prokshino ,21645769,10,walk,developer                 ,0,4,14,16,,56,56,56
5699, Prokshino ,11148118,10,walk,developer                 ,0,1,13,16,2,56,56,56
5700, Prokshino ,7778017,10,walk,developer                 ,0,8,12,16,1,56,56,56
5701, Prokshino ,21548944,10,walk,developer                 ,0,5,13,16,,56,56,56
5702, Prokshino ,11400599,10,walk,developer                 ,0,7,14,16,2,56,56,56
5703, Prokshino ,7774814,10,walk,developer                 ,0,8,13,16,1,56,56,56
5704, Prokshino ,8070723,10,walk,developer                 ,0,4,13,16,1,56,56,56
5705, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5706, Prokshino ,7778017,10,walk,developer                 ,0,8,12,16,1,56,56,56
5707, Prokshino ,16712652,10,walk,developer                 ,0,8,13,16,4,56,56,56
5708, Prokshino ,13002179,10,walk,developer                 ,0,8,13,16,,56,56,56
5709, Prokshino ,11350416,10,walk,developer                 ,0,10,13,16,2,56,56,56
5710, Prokshino ,15087240,10,walk,developer                 ,0,5,13,16,3,56,56,56
5711, Prokshino ,16179336,10,walk,developer                 ,0,1,11,16,4,56,56,56
5712, Prokshino ,15029986,10,walk,developer                 ,0,1,12,16,3,56,56,56
5713, Prokshino ,11332899,10,walk,developer                 ,0,8,12,16,2,56,56,56
5714, Prokshino ,10811073,10,walk,developer                 ,0,7,11,16,2,56,56,56
5715, Prokshino ,8053901,10,walk,developer                 ,0,6,12,16,1,3,8,6
5716, Prokshino ,8015899,10,walk,developer                 ,0,7,11,16,1,3,8,6
5717, Prokshino ,21452205,10,walk,developer                 ,0,8,12,16,4,56,56,56
5718, Prokshino ,12959298,10,walk,developer                 ,0,9,12,16,,56,56,56
5719, Prokshino ,7742240,10,walk,developer                 ,0,6,11,16,1,56,56,56
5720, Prokshino ,16258824,10,walk,developer                 ,0,6,12,16,4,56,56,56
5721, Prokshino ,14968541,10,walk,developer                 ,0,4,11,16,3,56,56,56
5722, Prokshino ,10865279,10,walk,developer                 ,0,4,12,16,2,56,56,56
5723, Prokshino ,7725323,10,walk,developer                 ,0,1,10,16,1,56,56,56
5724, Prokshino ,14060183,10,walk,developer                 ,0,8,10,16,2,5,30,11
5725, Prokshino ,12901581,10,walk,developer                 ,0,7,11,16,,56,56,56
5726, Prokshino ,7689418,10,walk,developer                 ,0,6,9,16,1,56,56,56
5727, Prokshino ,16056847,10,walk,developer                 ,0,8,9,16,4,56,56,56
5728, Prokshino ,10760963,10,walk,developer                 ,0,8,10,16,2,56,56,56
5729, Prokshino ,7998471,10,walk,developer                 ,0,8,10,16,1,56,56,56
5730, Prokshino ,21365831,10,walk,developer                 ,0,7,11,16,4,56,56,56
5731, Prokshino ,10402295,10,walk,developer                 ,0,5,10,16,2,56,56,56
5732, Prokshino ,11282510,10,walk,developer                 ,0,7,11,16,2,56,56,56
5733, Prokshino ,11227500,10,walk,developer                 ,0,4,10,16,2,56,56,56
5734, Prokshino ,16136556,10,walk,developer                 ,0,4,10,16,4,56,56,56
5735, Prokshino ,14842569,10,walk,developer                 ,0,10,9,16,3,56,56,56
5736, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5737, Prokshino ,13936221,10,walk,developer                 ,0,5,8,16,2,5,30,11
5738, Prokshino ,12794766,10,walk,developer                 ,0,6,9,16,2,56,56,56
5739, Prokshino ,10307240,10,walk,developer                 ,0,7,8,16,2,56,56,56
5740, Prokshino ,11177111,10,walk,developer                 ,0,7,9,16,2,56,56,56
5741, Prokshino ,7653536,10,walk,developer                 ,0,9,8,16,1,56,56,56
5742, Prokshino ,14842569,10,walk,developer                 ,0,10,9,16,3,56,56,56
5743, Prokshino ,14774220,10,walk,developer                 ,0,6,8,16,3,56,56,56
5744, Prokshino ,7922093,10,walk,developer                 ,0,4,8,16,1,56,56,56
5745, Prokshino ,10356797,10,walk,developer                 ,0,4,9,16,2,56,56,56
5746, Prokshino ,13994955,10,walk,developer                 ,0,1,9,16,2,5,30,11
5747, Prokshino ,10257610,10,walk,developer                 ,0,7,7,16,2,56,56,56
5748, Prokshino ,11122182,10,walk,developer                 ,0,7,8,16,2,56,56,56
5749, Prokshino ,15861464,10,walk,developer                 ,0,5,6,16,4,56,56,56
5750, Prokshino ,10647181,10,walk,developer                 ,0,6,7,16,2,56,56,56
5751, Prokshino ,14647645,10,walk,developer                 ,0,7,6,16,3,56,56,56
5752, Prokshino ,7883928,10,walk,developer                 ,0,8,7,16,1,56,56,56
5753, Prokshino ,10596836,10,walk,developer                 ,0,9,6,16,2,56,56,56
5754, Prokshino ,13881637,10,walk,developer                 ,0,6,7,16,2,6,30,10
5755, Prokshino ,13816239,10,walk,developer                 ,0,5,6,16,2,6,30,10
5756, Prokshino ,7578988,10,walk,developer                 ,0,4,6,16,1,56,56,56
5757, Prokshino ,11089639,10,walk,developer                 ,0,1,7,16,2,56,56,56
5758, Prokshino ,15933358,10,walk,developer                 ,0,1,7,16,4,56,56,56
5759, Prokshino ,13750900,10,walk,developer                 ,0,8,5,16,2,6,30,10
5760, Prokshino ,10551325,10,walk,developer                 ,0,6,4,16,2,56,56,56
5761, Prokshino ,11034576,10,walk,developer                 ,0,6,6,16,2,56,56,56
5762, Prokshino ,7830314,10,walk,developer                 ,0,8,4,16,1,56,56,56
5763, Prokshino ,7807550,10,walk,developer                 ,0,9,5,16,1,56,56,56
5764, Prokshino ,15709569,10,walk,developer                 ,0,1,4,16,4,56,56,56
5765, Prokshino ,10207979,10,walk,developer                 ,0,1,6,16,2,56,56,56
5766, Prokshino ,10504800,10,walk,developer                 ,0,5,3,16,2,56,56,56
5767, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5768, Prokshino ,10078171,10,walk,developer                 ,0,6,3,16,2,56,56,56
5769, Prokshino ,10928919,10,walk,developer                 ,0,8,4,16,2,56,56,56
5770, Prokshino ,7791636,10,walk,developer                 ,0,7,3,16,1,56,56,56
5771, Prokshino ,13663715,10,walk,developer                 ,0,7,3,16,2,9,30,11
5772, Prokshino ,7677766,10,walk,developer                 ,0,8,2,16,1,56,56,56
5773, Prokshino ,13234229,10,walk,developer                 ,0,5,2,16,2,56,56,56
5774, Prokshino ,19613713,10,walk,developer                 ,0,5,2,16,4,56,56,56
5775, Prokshino ,15884596,10,walk,developer                 ,0,6,12,12,3,56,56,56
5776, Prokshino ,14494122,10,walk,developer                 ,0,7,2,16,3,56,56,56
5777, Prokshino ,10812503,10,walk,developer                 ,0,8,2,16,2,56,56,56
5778, Prokshino ,16473221,10,walk,developer                 ,0,5,2,16,2,2,35,11
5779, Prokshino ,12593403,10,walk,developer                 ,0,4,2,16,2,7,30,10
5780, Prokshino ,9826615,10,walk,developer                 ,0,4,2,16,1,56,56,56
5781, Prokshino ,12317760,10,walk,developer                 ,0,1,2,16,2,56,56,56
5782, Prokshino ,10895733,10,walk,developer                 ,0,1,3,16,2,56,56,56
5783, Prokshino ,12383173,10,walk,developer                 ,0,5,10,12,2,56,56,56
5784, Prokshino ,8694013,10,walk,developer                 ,0,8,12,12,1,56,56,56
5785, Prokshino ,11565906,10,walk,developer                 ,0,5,11,12,1,8,14,11
5786, Prokshino ,8694013,10,walk,developer                 ,0,7,11,12,1,56,56,56
5787, Prokshino ,12415262,10,walk,developer                 ,0,8,11,12,2,56,56,56
5788, Prokshino ,11565906,10,walk,developer                 ,0,8,12,12,1,8,14,11
5789, Prokshino ,15822310,10,walk,developer                 ,0,7,10,12,3,56,56,56
5790, Prokshino ,12415262,10,walk,developer                 ,0,8,12,12,2,56,56,56
5791, Prokshino ,8657183,10,walk,developer                 ,0,4,10,12,1,56,56,56
5792, Prokshino ,15884596,10,walk,developer                 ,0,4,11,12,3,56,56,56
